Date,Open,High,Low,Close,Adj Close,Volume
2020-07-20,40.639999,40.910000,39.830002,40.810001,40.810001,60179
2020-07-21,40.650002,42.400002,40.639999,41.959999,41.959999,389117
2020-07-22,41.540001,42.029999,41.139999,41.900002,41.900002,333647
2020-07-23,41.950001,42.360001,40.830002,41.070000,41.070000,389412
2020-07-24,41.060001,41.669998,40.660000,41.290001,41.290001,353159
2020-07-27,41.259998,41.820000,40.480000,41.599998,41.599998,377714
2020-07-28,41.650002,41.930000,40.849998,41.040001,41.040001,276804
2020-07-29,41.130001,41.570000,40.930000,41.270000,41.270000,295855
2020-07-30,41.320000,41.389999,38.720001,39.919998,39.919998,487325
2020-07-31,40.340000,40.549999,39.660000,40.270000,40.270000,318788
2020-08-03,40.389999,41.240002,39.580002,41.009998,41.009998,338326
2020-08-04,40.779999,42.080002,40.139999,41.700001,41.700001,451575
2020-08-05,41.560001,43.520000,41.470001,42.189999,42.189999,491268
2020-08-06,42.189999,42.650002,41.610001,41.950001,41.950001,359610
2020-08-07,41.970001,42.220001,41.060001,41.220001,41.220001,398997
2020-08-10,41.500000,42.330002,41.169998,41.939999,41.939999,367796
2020-08-11,41.980000,42.939999,41.480000,41.610001,41.610001,432843
2020-08-12,41.619999,42.900002,41.529999,42.669998,42.669998,397831
2020-08-13,42.570000,42.840000,42.090000,42.240002,42.240002,329507
2020-08-14,42.330002,42.570000,41.619999,42.009998,42.009998,310866
2020-08-17,42.240002,42.970001,41.799999,42.889999,42.889999,208429
2020-08-18,42.790001,42.990002,42.110001,42.889999,42.889999,111628
2020-08-19,42.599998,43.029999,42.360001,42.930000,42.930000,81299
2020-08-20,42.740002,42.790001,41.500000,42.580002,42.580002,377070
2020-08-21,42.750000,42.959999,41.459999,42.340000,42.340000,345368
2020-08-24,42.480000,42.889999,42.230000,42.619999,42.619999,294731
2020-08-25,42.360001,43.570000,42.310001,43.349998,43.349998,330800
2020-08-26,43.389999,43.779999,43.000000,43.389999,43.389999,262243
2020-08-27,43.450001,43.500000,42.360001,43.040001,43.040001,320968
2020-08-28,42.980000,43.419998,42.689999,42.970001,42.970001,272800
2020-08-31,42.910000,43.570000,42.560001,42.610001,42.610001,236877
2020-09-01,42.830002,43.430000,42.720001,42.759998,42.759998,285146
2020-09-02,43.020000,43.209999,41.230000,41.509998,41.509998,421771
2020-09-03,41.630001,41.790001,40.220001,41.369999,41.369999,417634
2020-09-04,41.250000,41.869999,39.349998,39.770000,39.770000,444184
2020-09-08,39.480000,39.590000,36.130001,36.759998,36.759998,720975
2020-09-09,36.790001,38.450001,36.160000,38.049999,38.049999,455356
2020-09-10,37.799999,38.180000,36.930000,37.299999,37.299999,367555
2020-09-11,37.009998,37.820000,36.669998,37.330002,37.330002,363787
2020-09-14,37.320000,37.680000,36.820000,37.259998,37.259998,347563
2020-09-15,37.279999,38.570000,37.060001,38.279999,38.279999,348861
2020-09-16,38.349998,40.340000,38.349998,40.160000,40.160000,367612
2020-09-17,40.189999,41.220001,39.419998,40.970001,40.970001,280669
2020-09-18,40.970001,41.490002,40.299999,41.110001,41.110001,85906
2020-09-21,40.980000,41.270000,38.660000,39.310001,39.310001,66195
2020-09-22,39.630001,40.020000,39.000000,39.599998,39.599998,287807
2020-09-23,39.759998,40.750000,39.259998,39.930000,39.930000,318754
2020-09-24,39.599998,40.369999,39.119999,40.310001,40.310001,269992
2020-09-25,40.150002,40.639999,39.709999,40.250000,40.250000,229025
2020-09-28,40.070000,40.799999,39.779999,40.599998,40.599998,226425
2020-09-29,40.580002,40.700001,38.410000,39.290001,39.290001,379599
2020-09-30,39.160000,40.369999,38.680000,40.220001,40.220001,340294
2020-10-01,39.900002,40.470001,37.610001,38.720001,38.720001,443442
2020-10-02,38.599998,38.650002,36.630001,37.049999,37.049999,391428
2020-10-05,37.000000,39.720001,37.000000,39.220001,39.220001,378579
2020-10-06,39.349998,40.860001,39.099998,40.669998,40.669998,400531
2020-10-07,39.830002,40.349998,39.279999,39.950001,39.950001,433065
2020-10-08,39.990002,41.330002,39.759998,41.189999,41.189999,409787
2020-10-09,41.310001,41.470001,40.380001,40.599998,40.599998,331703
2020-10-12,40.400002,40.450001,39.040001,39.430000,39.430000,322035
2020-10-13,39.529999,40.529999,39.349998,40.200001,40.200001,375470
2020-10-14,40.189999,41.160000,39.820000,41.040001,41.040001,328295
2020-10-15,41.130001,41.290001,39.220001,40.959999,40.959999,248251
2020-10-16,40.880001,41.049999,40.080002,40.880001,40.880001,96488
2020-10-19,40.689999,41.220001,40.540001,40.830002,40.830002,75335
2020-10-20,40.650002,41.700001,40.250000,41.459999,41.459999,360574
2020-10-21,41.220001,41.590000,39.779999,40.029999,40.029999,366899
2020-10-22,40.040001,41.020000,39.709999,40.639999,40.639999,307494
2020-10-23,40.610001,40.919998,39.570000,39.849998,39.849998,268931
2020-10-26,39.689999,39.740002,38.279999,38.560001,38.560001,360184
2020-10-27,38.590000,39.830002,38.509998,39.570000,39.570000,339535
2020-10-28,38.970001,39.009998,36.970001,37.389999,37.389999,489954
2020-10-29,37.389999,37.759998,34.919998,36.169998,36.169998,568816
2020-10-30,36.070000,36.599998,35.209999,35.790001,35.790001,388971
2020-11-02,35.240002,37.150002,33.639999,36.810001,36.810001,489204
2020-11-03,37.029999,38.320000,36.570000,37.660000,37.660000,410611
2020-11-04,38.150002,39.250000,37.259998,39.150002,39.150002,437000
2020-11-05,39.169998,39.349998,38.270000,38.790001,38.790001,298366
2020-11-06,38.540001,38.610001,37.060001,37.139999,37.139999,411026
2020-11-09,37.340000,41.330002,37.160000,40.290001,40.290001,622921
2020-11-10,39.910000,41.840000,39.410000,41.360001,41.360001,457045
2020-11-11,41.790001,43.060001,41.320000,41.450001,41.450001,443772
2020-11-12,41.470001,42.189999,40.869999,41.119999,41.119999,401031
2020-11-13,40.939999,40.939999,40.060001,40.130001,40.130001,338187
2020-11-16,40.169998,42.090000,40.150002,41.340000,41.340000,378785
2020-11-17,41.439999,41.689999,40.570000,41.430000,41.430000,243677
2020-11-18,41.349998,42.459999,41.080002,41.820000,41.820000,107013
2020-11-19,41.610001,41.980000,41.080002,41.740002,41.740002,88144
2020-11-20,41.700001,42.320000,41.509998,42.150002,42.150002,276340
2020-11-23,42.459999,43.360001,42.290001,43.060001,43.060001,300717
2020-11-24,42.840000,45.200001,42.820000,44.910000,44.910000,418527
2020-11-25,44.820000,46.259998,44.730000,45.709999,45.709999,417182
2020-11-27,null,null,null,null,null,null
2020-11-30,45.340000,45.799999,44.419998,45.340000,45.340000,370755
2020-12-01,45.080002,45.700001,44.119999,44.549999,44.549999,314919
2020-12-02,44.380001,45.919998,43.919998,45.279999,45.279999,368854
2020-12-03,44.990002,45.840000,44.660000,45.639999,45.639999,350768
2020-12-04,45.639999,46.680000,45.610001,46.259998,46.259998,335453
2020-12-07,46.150002,46.540001,45.360001,45.759998,45.759998,348871
2020-12-08,45.660000,45.930000,45.139999,45.599998,45.599998,332641
2020-12-09,45.599998,46.240002,44.950001,45.520000,45.520000,434976
2020-12-10,45.689999,47.740002,45.520000,46.779999,46.779999,447529
2020-12-11,46.970001,47.290001,46.340000,46.570000,46.570000,367305
2020-12-14,46.730000,47.439999,45.689999,46.990002,46.990002,403543
2020-12-15,46.990002,47.730000,46.540001,47.619999,47.619999,311169
2020-12-16,47.599998,47.939999,47.169998,47.820000,47.820000,275331
2020-12-17,47.849998,48.590000,47.810001,48.360001,48.360001,96536
2020-12-18,48.430000,49.279999,48.099998,49.099998,49.099998,83711
2020-12-21,48.540001,48.610001,46.180000,47.740002,47.740002,478098
2020-12-22,47.930000,47.959999,46.599998,47.020000,47.020000,295737
2020-12-23,46.790001,48.500000,46.160000,48.119999,48.119999,344306
2020-12-24,null,null,null,null,null,null
2020-12-28,48.230000,48.959999,47.500000,47.619999,47.619999,238462
2020-12-29,47.720001,48.349998,47.680000,48.000000,48.000000,213778
2020-12-30,48.130001,48.660000,47.610001,48.400002,48.400002,266957
2020-12-31,48.349998,48.580002,47.770000,48.520000,48.520000,181894
2021-01-04,48.400002,49.830002,47.180000,47.619999,47.619999,528525
2021-01-05,47.380001,50.200001,47.240002,49.930000,49.930000,643191
2021-01-06,49.820000,50.939999,49.480000,50.630001,50.630001,509365
2021-01-07,50.529999,51.279999,50.389999,50.830002,50.830002,369292
2021-01-08,50.930000,52.750000,50.810001,52.240002,52.240002,499416
2021-01-11,52.580002,52.700001,51.500000,52.250000,52.250000,394822
2021-01-12,52.180000,53.450001,52.070000,53.209999,53.209999,400200
2021-01-13,53.310001,53.930000,52.580002,52.910000,52.910000,429898
2021-01-14,52.840000,53.750000,52.240002,53.570000,53.570000,390087
2021-01-15,53.799999,53.830002,51.830002,52.360001,52.360001,165668
2021-01-19,52.000000,53.130001,51.759998,52.980000,52.980000,125964
2021-01-20,53.130001,53.790001,53.049999,53.240002,53.240002,400301
2021-01-21,52.930000,53.410000,52.750000,53.130001,53.130001,352397
2021-01-22,53.099998,53.160000,51.439999,52.270000,52.270000,437484
2021-01-25,52.169998,52.950001,51.820000,52.770000,52.770000,349076
2021-01-26,52.910000,53.250000,52.290001,52.610001,52.610001,314538
2021-01-27,52.759998,53.299999,51.849998,52.849998,52.849998,442376
2021-01-28,52.650002,53.580002,52.040001,52.340000,52.340000,411406
2021-01-29,52.150002,53.250000,51.930000,52.200001,52.200001,410914
2021-02-01,51.990002,53.740002,51.639999,53.549999,53.549999,416067
2021-02-02,53.480000,55.259998,53.450001,54.759998,54.759998,463718
2021-02-03,55.049999,56.330002,54.810001,55.689999,55.689999,448693
2021-02-04,55.959999,56.580002,55.299999,56.230000,56.230000,381404
2021-02-05,56.459999,57.290001,56.430000,56.849998,56.849998,400833
2021-02-08,57.060001,58.139999,57.000000,57.970001,57.970001,399724
2021-02-09,58.110001,58.619999,57.270000,58.360001,58.360001,514698
2021-02-10,58.450001,58.910000,58.080002,58.680000,58.680000,457535
2021-02-11,58.400002,58.709999,57.840000,58.240002,58.240002,380445
2021-02-12,57.939999,59.820000,57.410000,59.470001,59.470001,480822
2021-02-16,59.980000,60.950001,59.330002,60.049999,60.049999,602332
2021-02-17,60.240002,61.730000,59.430000,61.139999,61.139999,335419
2021-02-18,61.680000,62.259998,59.790001,60.520000,60.520000,132035
2021-02-19,60.200001,60.290001,58.590000,59.240002,59.240002,102427
2021-02-22,58.880001,61.840000,58.820000,61.490002,61.490002,505773
2021-02-23,62.160000,63.000000,60.669998,61.669998,61.669998,570677
2021-02-24,61.290001,63.509998,60.970001,63.220001,63.220001,489933
2021-02-25,63.389999,63.810001,62.650002,63.529999,63.529999,510357
2021-02-26,63.459999,63.570000,61.340000,61.500000,61.500000,472723
2021-03-01,61.950001,62.919998,59.959999,60.639999,60.639999,456679
2021-03-02,60.230000,61.209999,59.380001,59.750000,59.750000,464133
2021-03-03,59.549999,61.990002,59.240002,61.279999,61.279999,465311
2021-03-04,61.080002,64.860001,60.520000,63.830002,63.830002,694628
2021-03-05,64.160004,66.419998,63.820000,66.089996,66.089996,573168
2021-03-08,66.680000,67.980003,64.570000,65.050003,65.050003,533376
2021-03-09,64.730003,65.980003,63.630001,64.010002,64.010002,554564
2021-03-10,63.840000,64.959999,63.130001,64.440002,64.440002,498488
2021-03-11,64.699997,66.209999,64.540001,66.019997,66.019997,441063
2021-03-12,65.959999,66.239998,65.410004,65.610001,65.610001,321714
2021-03-15,65.559998,66.400002,64.129997,65.389999,65.389999,378009
2021-03-16,65.330002,65.430000,63.799999,64.800003,64.800003,317537
2021-03-17,64.750000,65.339996,63.599998,64.599998,64.599998,254724
2021-03-18,64.419998,64.820000,58.200001,60.000000,60.000000,143597
2021-03-19,59.560001,61.720001,58.939999,61.419998,61.419998,84171
2021-03-22,61.549999,61.900002,60.389999,61.549999,61.549999,404370
2021-03-23,61.279999,61.349998,57.250000,57.759998,57.759998,712317
2021-03-24,57.400002,61.340000,57.290001,61.180000,61.180000,566291
2021-03-25,60.799999,60.860001,57.439999,58.560001,58.560001,580105
2021-03-26,58.480000,61.360001,58.320000,60.970001,60.970001,471996
2021-03-29,60.930000,61.770000,59.410000,61.560001,61.560001,449360
2021-03-30,61.959999,62.270000,59.939999,60.549999,60.549999,388188
2021-03-31,60.450001,61.169998,58.849998,59.160000,59.160000,414162
2021-04-01,59.490002,61.750000,58.860001,61.450001,61.450001,605567
2021-04-05,61.500000,61.500000,57.630001,58.650002,58.650002,438864
2021-04-06,58.799999,60.900002,58.619999,59.330002,59.330002,457348
2021-04-07,59.259998,60.040001,58.119999,59.770000,59.770000,475537
2021-04-08,59.520000,59.930000,58.820000,59.599998,59.599998,419913
2021-04-09,59.759998,59.950001,59.099998,59.320000,59.320000,351436
2021-04-12,59.349998,60.770000,58.730000,59.700001,59.700001,410218
2021-04-13,59.639999,60.590000,59.639999,60.180000,60.180000,349733
2021-04-14,60.439999,63.439999,60.380001,63.150002,63.150002,419813
2021-04-15,62.830002,63.570000,62.529999,63.459999,63.459999,243370
2021-04-16,63.320000,63.880001,62.830002,63.130001,63.130001,87795
2021-04-19,62.980000,63.630001,62.630001,63.380001,63.380001,74384
2021-04-20,63.470001,64.250000,61.500000,62.439999,62.439999,476046
2021-04-21,62.389999,62.560001,60.860001,61.349998,61.349998,431486
2021-04-22,61.110001,61.869999,60.610001,61.430000,61.430000,344700
2021-04-23,61.650002,62.430000,61.250000,62.139999,62.139999,345407
2021-04-26,62.060001,62.310001,60.660000,61.910000,61.910000,366865
2021-04-27,61.970001,63.299999,61.910000,62.939999,62.939999,361536
2021-04-28,63.040001,64.529999,62.669998,63.860001,63.860001,387683
2021-04-29,63.700001,65.470001,63.650002,65.010002,65.010002,384489
2021-04-30,64.879997,64.949997,63.080002,63.580002,63.580002,400515
2021-05-03,63.639999,64.680000,62.910000,64.489998,64.489998,285969
2021-05-04,64.529999,66.190002,64.290001,65.690002,65.690002,370208
2021-05-05,66.449997,66.760002,64.919998,65.629997,65.629997,460066
2021-05-06,65.269997,65.980003,64.500000,64.709999,64.709999,389214
2021-05-07,64.900002,65.239998,63.900002,64.900002,64.900002,431417
2021-05-10,65.570000,65.750000,63.950001,64.919998,64.919998,448337
2021-05-11,64.900002,65.500000,63.680000,65.279999,65.279999,514949
2021-05-12,65.459999,66.629997,64.970001,66.080002,66.080002,508519
2021-05-13,65.750000,65.809998,63.090000,63.820000,63.820000,547691
2021-05-14,63.830002,65.620003,63.330002,65.370003,65.370003,383749
2021-05-17,65.500000,66.430000,64.830002,66.269997,66.269997,268476
2021-05-18,66.330002,67.010002,64.110001,65.489998,65.489998,167348
2021-05-19,65.279999,65.349998,61.950001,63.360001,63.360001,101902
2021-05-20,63.389999,63.959999,61.889999,62.049999,62.049999,524168
2021-05-21,61.889999,64.070000,61.560001,63.580002,63.580002,530831
2021-05-24,63.869999,66.139999,63.630001,66.050003,66.050003,466647
2021-05-25,66.019997,66.510002,65.410004,66.070000,66.070000,497394
2021-05-26,66.040001,66.430000,65.250000,66.209999,66.209999,376207
2021-05-27,66.160004,66.919998,65.470001,66.849998,66.849998,337542
2021-05-28,66.949997,67.519997,66.169998,66.320000,66.320000,390461
2021-06-01,66.680000,68.870003,66.410004,67.720001,67.720001,570985
2021-06-02,67.989998,69.000000,67.779999,68.830002,68.830002,332995
2021-06-03,68.760002,69.400002,68.190002,68.809998,68.809998,351367
2021-06-04,68.910004,69.760002,68.330002,69.620003,69.620003,326250
2021-06-07,69.519997,70.000000,68.930000,69.230003,69.230003,365621
2021-06-08,69.290001,70.269997,68.470001,70.050003,70.050003,441302
2021-06-09,70.010002,70.620003,69.459999,69.959999,69.959999,410820
2021-06-10,69.760002,70.650002,68.680000,70.290001,70.290001,492464
2021-06-11,70.099998,71.239998,69.680000,70.910004,70.910004,563575
2021-06-14,70.650002,71.779999,70.650002,70.879997,70.879997,319639
2021-06-15,71.160004,72.489998,70.809998,72.120003,72.120003,336035
2021-06-16,72.449997,72.989998,71.610001,72.150002,72.150002,426775
2021-06-17,71.650002,72.300003,69.769997,71.040001,71.040001,373780
2021-06-18,71.099998,72.169998,70.160004,71.639999,71.639999,139584
2021-06-21,71.519997,73.959999,71.150002,73.660004,73.660004,123662
2021-06-22,73.410004,73.949997,72.940002,73.059998,73.059998,498555
2021-06-23,72.910004,74.250000,72.820000,73.080002,73.080002,429207
2021-06-24,73.279999,73.610001,72.320000,73.300003,73.300003,334833
2021-06-25,73.320000,74.180000,72.849998,74.050003,74.050003,364721
2021-06-28,73.989998,74.449997,72.620003,72.910004,72.910004,354701
2021-06-29,72.779999,73.809998,71.970001,72.980003,72.980003,321448
2021-06-30,73.470001,74.139999,72.820000,73.470001,73.470001,383626
2021-07-01,73.500000,76.220001,73.389999,75.230003,75.230003,615678
2021-07-02,75.019997,75.620003,74.410004,75.160004,75.160004,377531
2021-07-06,75.349998,76.980003,72.940002,73.370003,73.370003,714044
2021-07-07,73.849998,74.860001,71.070000,72.199997,72.199997,607971
2021-07-08,72.169998,73.260002,70.760002,72.940002,72.940002,529690
2021-07-09,73.260002,74.760002,72.720001,74.559998,74.559998,422154
2021-07-12,74.739998,74.930000,73.160004,74.099998,74.099998,397931
2021-07-13,74.180000,75.519997,73.680000,75.250000,75.250000,444078
2021-07-14,75.169998,75.440002,72.209999,73.129997,73.129997,528360
2021-07-15,72.959999,72.959999,71.400002,71.650002,71.650002,368679
2021-07-16,71.480003,72.300003,70.410004,71.809998,71.809998,368679
2021-07-19,71.489998,71.669998,70.639999,70.709999,70.709999,4341
